,DATE,PRCP,TAVG,QHSJ,count
20301,2007-05-01,0.0,19.9,0,0.0
20302,2007-05-02,0.0,20.7,05/02/2007,1.0
20303,2007-05-03,0.0,23.0,05/03/2007,1.0
20304,2007-05-04,0.0,23.4,05/04/2007,2.0
20305,2007-05-05,0.0,24.0,0,0.0
20306,2007-05-06,0.0,21.0,05/06/2007,2.0
20307,2007-05-07,0.0,22.2,05/07/2007,1.0
20308,2007-05-08,0.0,24.9,05/08/2007,2.0
20309,2007-05-09,0.2,22.1,05/09/2007,2.0
20310,2007-05-10,0.0,20.1,0,0.0
20311,2007-05-11,0.0,23.6,0,0.0
20312,2007-05-12,9.1,20.0,05/12/2007,2.0
20313,2007-05-13,0.0,20.8,0,0.0
20314,2007-05-14,0.0,23.8,05/14/2007,1.0
20315,2007-05-15,0.0,23.5,05/15/2007,2.0
20316,2007-05-16,0.0,23.8,05/16/2007,3.0
20317,2007-05-17,0.0,25.9,0,0.0
20318,2007-05-18,0.0,24.8,05/18/2007,1.0
20319,2007-05-19,0.0,22.4,05/19/2007,1.0
20320,2007-05-20,0.0,25.1,05/20/2007,2.0
20321,2007-05-21,0.0,27.1,05/21/2007,1.0
20322,2007-05-22,0.0,27.4,05/22/2007,2.0
20323,2007-05-23,4.4,25.9,0,0.0
20324,2007-05-24,15.3,23.1,05/24/2007,1.0
20325,2007-05-25,0.0,26.2,0,0.0
20326,2007-05-26,0.0,27.2,05/26/2007,2.0
20327,2007-05-27,0.0,27.8,05/27/2007,2.0
20328,2007-05-28,0.0,27.3,05/28/2007,2.0
20329,2007-05-29,0.0,27.3,05/29/2007,1.0
20330,2007-05-30,0.0,26.8,05/30/2007,2.0
20331,2007-05-31,9.3,21.7,0,0.0
20332,2007-06-01,16.5,21.3,06/01/2007,1.0
20333,2007-06-02,0.9,19.9,0,0.0
20334,2007-06-03,0.0,22.1,0,0.0
20335,2007-06-04,0.2,21.4,0,0.0
20336,2007-06-05,0.0,23.3,0,0.0
20337,2007-06-06,0.0,24.6,0,0.0
20338,2007-06-07,0.0,25.5,0,0.0
20339,2007-06-08,0.0,26.8,06/08/2007,1.0
20340,2007-06-09,0.0,27.1,0,0.0
20341,2007-06-10,0.0,23.8,06/10/2007,1.0
20342,2007-06-11,0.0,25.4,06/11/2007,1.0
20343,2007-06-12,0.3,24.1,0,0.0
20344,2007-06-13,5.5,21.9,06/13/2007,1.0
20345,2007-06-14,2.8,21.4,06/14/2007,1.0
20346,2007-06-15,2.1,23.3,06/15/2007,2.0
20347,2007-06-16,0.0,23.6,0,0.0
20348,2007-06-17,0.0,24.4,0,0.0
20349,2007-06-18,0.0,24.6,06/18/2007,1.0
20350,2007-06-19,0.0,25.3,06/19/2007,2.0
20351,2007-06-20,16.0,26.7,0,0.0
20352,2007-06-21,0.4,26.1,06/21/2007,1.0
20353,2007-06-22,0.0,27.0,06/22/2007,1.0
20354,2007-06-23,0.0,26.8,06/23/2007,1.0
20355,2007-06-24,0.0,28.9,0,0.0
20356,2007-06-25,0.0,30.5,06/25/2007,3.0
20357,2007-06-26,0.0,29.5,0,0.0
20358,2007-06-27,0.0,30.2,06/27/2007,3.0
20359,2007-06-28,50.1,26.4,06/28/2007,1.0
20360,2007-06-29,0.0,29.1,0,0.0
20361,2007-06-30,0.0,29.2,06/30/2007,1.0
20362,2007-07-01,22.4,27.8,0,0.0
20363,2007-07-02,0.0,27.5,0,0.0
20364,2007-07-03,2.2,28.1,07/03/2007,4.0
20365,2007-07-04,49.4,23.6,0,0.0
20366,2007-07-05,0.0,28.6,0,0.0
20367,2007-07-06,4.8,29.2,0,0.0
20368,2007-07-07,99.0,26.8,07/07/2007,1.0
20369,2007-07-08,106.4,25.6,07/08/2007,1.0
20370,2007-07-09,72.9,25.6,07/09/2007,1.0
20371,2007-07-10,5.4,27.6,0,0.0
20372,2007-07-11,0.0,28.6,07/11/2007,1.0
20373,2007-07-12,0.0,28.9,07/12/2007,2.0
20374,2007-07-13,0.0,27.0,0,0.0
20375,2007-07-14,0.0,25.8,0,0.0
20376,2007-07-15,0.0,26.5,07/15/2007,4.0
20377,2007-07-16,0.0,28.2,07/16/2007,1.0
20378,2007-07-17,0.4,30.8,0,0.0
20379,2007-07-18,0.0,31.9,0,0.0
20380,2007-07-19,0.0,31.3,07/19/2007,1.0
20381,2007-07-20,50.1,27.8,07/20/2007,2.0
20382,2007-07-21,0.8,26.0,0,0.0
20383,2007-07-22,0.1,25.8,07/22/2007,1.0
20384,2007-07-23,14.2,25.4,0,0.0
20385,2007-07-24,0.0,28.2,0,0.0
20386,2007-07-25,0.0,29.7,07/25/2007,2.0
20387,2007-07-26,0.0,30.2,07/26/2007,1.0
20388,2007-07-27,0.4,30.9,0,0.0
20389,2007-07-28,0.0,32.3,0,0.0
20390,2007-07-29,0.0,32.4,0,0.0
20391,2007-07-30,0.0,31.1,07/30/2007,2.0
20392,2007-07-31,0.0,32.3,07/31/2007,2.0
20393,2007-08-01,0.0,33.1,0,0.0
20394,2007-08-02,0.0,31.8,08/02/2007,1.0
20395,2007-08-03,0.0,27.5,0,0.0
20396,2007-08-04,14.5,27.0,08/04/2007,1.0
20397,2007-08-05,7.2,27.8,0,0.0
20398,2007-08-06,2.0,28.8,08/06/2007,1.0
20399,2007-08-07,0.0,31.1,08/07/2007,1.0
20400,2007-08-08,0.0,32.0,08/08/2007,1.0
20401,2007-08-09,0.0,31.3,08/09/2007,3.0
20402,2007-08-10,0.0,31.2,08/10/2007,1.0
20403,2007-08-11,0.0,29.6,0,0.0
20404,2007-08-12,0.0,28.0,08/12/2007,1.0
20405,2007-08-13,0.0,27.8,08/13/2007,2.0
20406,2007-08-14,0.0,28.2,0,0.0
20407,2007-08-15,22.3,25.8,08/15/2007,1.0
20408,2007-08-16,0.4,29.9,08/16/2007,4.0
20409,2007-08-17,0.0,30.2,08/17/2007,3.0
20410,2007-08-18,0.0,30.4,0,0.0
20411,2007-08-19,1.7,28.7,08/19/2007,1.0
20412,2007-08-20,0.0,29.8,08/20/2007,1.0
20413,2007-08-21,0.0,29.6,08/21/2007,1.0
20414,2007-08-22,0.0,30.9,08/22/2007,1.0
20415,2007-08-23,0.0,30.5,08/23/2007,1.0
20416,2007-08-24,0.0,30.8,08/24/2007,2.0
20417,2007-08-25,0.0,30.6,08/25/2007,2.0
20418,2007-08-26,0.0,30.4,0,0.0
20419,2007-08-27,1.2,27.9,08/27/2007,1.0
20420,2007-08-28,6.2,25.9,0,0.0
20421,2007-08-29,21.8,27.4,08/29/2007,1.0
20422,2007-08-30,0.0,27.4,0,0.0
20423,2007-08-31,4.4,26.6,08/31/2007,1.0
20424,2007-09-01,6.0,23.0,0,0.0
20425,2007-09-02,0.0,25.3,0,0.0
20426,2007-09-03,31.6,22.9,0,0.0
20427,2007-09-04,24.7,22.1,09/04/2007,1.0
20428,2007-09-05,0.1,24.5,09/05/2007,2.0
20429,2007-09-06,0.0,24.8,09/06/2007,1.0
20430,2007-09-07,0.0,23.9,0,0.0
20431,2007-09-08,0.0,24.9,09/08/2007,2.0
20432,2007-09-09,0.0,25.2,0,0.0
20433,2007-09-10,0.0,25.3,0,0.0
20434,2007-09-11,0.0,25.4,0,0.0
20435,2007-09-12,0.0,24.9,09/12/2007,1.0
20436,2007-09-13,0.0,25.2,09/13/2007,1.0
20437,2007-09-14,0.0,25.0,09/14/2007,2.0
20438,2007-09-15,0.0,23.8,09/15/2007,3.0
20439,2007-09-16,0.0,24.6,09/16/2007,1.0
20440,2007-09-17,0.0,24.5,0,0.0
20441,2007-09-18,9.8,21.1,09/18/2007,2.0
20442,2007-09-19,52.5,20.9,09/19/2007,1.0
20443,2007-09-20,2.6,22.0,09/20/2007,1.0
20444,2007-09-21,0.1,22.3,0,0.0
20445,2007-09-22,0.0,23.4,0,0.0
20446,2007-09-23,0.0,23.6,09/23/2007,1.0
20447,2007-09-24,0.0,25.4,09/24/2007,1.0
20448,2007-09-25,0.0,26.6,09/25/2007,1.0
20449,2007-09-26,0.0,26.9,0,0.0
20450,2007-09-27,0.0,28.0,0,0.0
20451,2007-09-28,0.0,22.2,09/28/2007,2.0
20452,2007-09-29,0.0,21.2,09/29/2007,1.0
20453,2007-09-30,0.0,22.6,09/30/2007,2.0
20454,2007-10-01,0.0,23.7,10/01/2007,1.0
20455,2007-10-02,0.0,25.7,0,0.0
20456,2007-10-03,0.0,26.9,10/03/2007,2.0
20457,2007-10-04,0.0,26.9,10/04/2007,1.0
20458,2007-10-05,0.0,25.2,0,0.0
20459,2007-10-06,0.0,25.2,0,0.0
20460,2007-10-07,0.1,23.9,10/07/2007,3.0
20461,2007-10-08,8.8,18.2,10/08/2007,2.0
20462,2007-10-09,0.0,17.8,10/09/2007,1.0
20463,2007-10-10,0.0,18.4,10/10/2007,1.0
20464,2007-10-11,0.0,18.8,10/11/2007,2.0
20465,2007-10-12,0.0,18.0,10/12/2007,2.0
20466,2007-10-13,1.7,16.2,10/13/2007,1.0
20467,2007-10-14,1.8,17.2,10/14/2007,2.0
20468,2007-10-15,0.0,17.5,10/15/2007,1.0
20469,2007-10-16,0.0,15.3,10/16/2007,2.0
20470,2007-10-17,0.0,15.2,10/17/2007,1.0
20471,2007-10-18,0.0,15.9,10/18/2007,4.0
20472,2007-10-19,0.0,15.8,10/19/2007,1.0
20473,2007-10-20,0.0,14.1,10/20/2007,2.0
20474,2007-10-21,0.0,16.2,10/21/2007,1.0
20475,2007-10-22,0.0,17.8,10/22/2007,3.0
20476,2007-10-23,0.0,18.0,10/23/2007,2.0
20477,2007-10-24,0.0,19.2,10/24/2007,2.0
20478,2007-10-25,9.9,19.1,10/25/2007,1.0
20479,2007-10-26,0.0,17.3,10/26/2007,1.0
20480,2007-10-27,0.0,16.7,10/27/2007,4.0
20481,2007-10-28,0.0,16.1,10/28/2007,1.0
20482,2007-10-29,0.7,11.3,10/29/2007,3.0
20483,2007-10-30,5.3,12.3,10/30/2007,4.0
20484,2007-10-31,11.4,13.6,0,0.0
20485,2007-11-01,5.5,14.2,11/01/2007,4.0
20486,2007-11-02,0.0,10.3,11/02/2007,2.0
20487,2007-11-03,0.0,11.5,11/03/2007,1.0
20488,2007-11-04,0.0,12.4,11/04/2007,2.0
20489,2007-11-05,0.0,14.2,0,0.0
20490,2007-11-06,0.0,12.8,11/06/2007,2.0
20491,2007-11-07,0.0,13.1,11/07/2007,1.0
20492,2007-11-08,0.0,14.2,0,0.0
20493,2007-11-09,0.0,13.3,11/09/2007,2.0
20494,2007-11-10,0.0,12.0,0,0.0
20495,2007-11-11,0.0,10.6,11/11/2007,3.0
20496,2007-11-12,0.0,10.5,11/12/2007,3.0
20497,2007-11-13,0.4,13.7,11/13/2007,3.0
20498,2007-11-14,0.0,14.1,11/14/2007,1.0
20499,2007-11-15,1.3,13.6,11/15/2007,2.0
20500,2007-11-16,15.5,11.0,0,0.0
20501,2007-11-17,1.0,10.9,11/17/2007,1.0
20502,2007-11-18,0.0,9.7,11/18/2007,1.0
20503,2007-11-19,0.0,7.7,0,0.0
20504,2007-11-20,0.0,8.5,11/20/2007,2.0
20505,2007-11-21,0.0,9.7,11/21/2007,1.0
20506,2007-11-22,0.0,11.7,0,0.0
20507,2007-11-23,0.0,12.7,11/23/2007,3.0
20508,2007-11-24,0.0,11.6,11/24/2007,2.0
20509,2007-11-25,0.0,12.9,0,0.0
20510,2007-11-26,0.0,11.9,11/26/2007,2.0
20511,2007-11-27,0.0,7.5,11/27/2007,1.0
20512,2007-11-28,0.0,5.2,11/28/2007,1.0
20513,2007-11-29,0.0,5.6,11/29/2007,1.0
20514,2007-11-30,0.0,8.8,11/30/2007,1.0
20515,2007-12-01,0.0,9.7,12/01/2007,3.0
20516,2007-12-02,1.6,8.2,12/02/2007,2.0
20517,2007-12-03,0.0,6.7,12/03/2007,1.0
20518,2007-12-04,0.0,6.4,12/04/2007,1.0
20519,2007-12-05,0.0,6.4,12/05/2007,1.0
20520,2007-12-06,2.5,7.2,0,0.0
20521,2007-12-07,0.0,6.4,12/07/2007,3.0
20522,2007-12-08,0.0,4.6,12/08/2007,1.0
20523,2007-12-09,0.0,9.0,12/09/2007,1.0
20524,2007-12-10,5.7,8.6,0,0.0
20525,2007-12-11,0.0,6.6,12/11/2007,4.0
20526,2007-12-12,13.0,6.7,12/12/2007,3.0
20527,2007-12-13,0.0,4.4,12/13/2007,3.0
20528,2007-12-14,0.0,3.6,0,0.0
20529,2007-12-15,0.0,4.0,12/15/2007,3.0
20530,2007-12-16,1.0,6.5,12/16/2007,1.0
20531,2007-12-17,2.3,7.4,12/17/2007,4.0
20532,2007-12-18,0.0,6.2,12/18/2007,4.0
20533,2007-12-19,0.0,4.5,0,0.0
20534,2007-12-20,0.0,5.0,0,0.0
20535,2007-12-21,0.5,9.1,12/21/2007,1.0
20536,2007-12-22,7.9,10.1,0,0.0
20537,2007-12-23,0.0,8.9,12/23/2007,2.0
20538,2007-12-24,0.6,7.5,0,0.0
20539,2007-12-25,0.1,8.6,12/25/2007,1.0
20540,2007-12-26,0.0,9.6,12/26/2007,2.0
20541,2007-12-27,4.8,8.0,12/27/2007,3.0
20542,2007-12-28,0.7,8.8,0,0.0
20543,2007-12-29,0.0,5.5,0,0.0
20544,2007-12-30,0.0,2.6,12/30/2007,2.0
20545,2007-12-31,0.0,2.2,12/31/2007,1.0
20546,2008-01-01,0.0,1.4,01/01/2008,1.0
20547,2008-01-02,0.0,-0.7,01/02/2008,2.0
20548,2008-01-03,0.0,1.3,01/03/2008,1.0
20549,2008-01-04,0.0,4.6,01/04/2008,2.0
20550,2008-01-05,0.0,6.0,01/05/2008,3.0
20551,2008-01-06,0.0,6.8,01/06/2008,8.0
20552,2008-01-07,0.0,7.7,01/07/2008,3.0
20553,2008-01-08,0.0,6.1,01/08/2008,3.0
20554,2008-01-09,0.0,4.6,01/09/2008,1.0
20555,2008-01-10,0.0,7.3,0,0.0
20556,2008-01-11,19.1,8.0,01/11/2008,1.0
20557,2008-01-12,2.6,2.7,01/12/2008,4.0
20558,2008-01-13,3.2,-1.1,01/13/2008,1.0
20559,2008-01-14,0.0,-0.8,01/14/2008,2.0
20560,2008-01-15,2.0,-0.4,0,0.0
20561,2008-01-16,0.0,0.1,01/16/2008,2.0
20562,2008-01-17,0.0,-0.1,01/17/2008,1.0
20563,2008-01-18,0.4,1.4,01/18/2008,2.0
20564,2008-01-19,20.2,2.0,01/19/2008,1.0
20565,2008-01-20,15.9,2.2,01/20/2008,1.0
20566,2008-01-21,0.4,0.7,01/21/2008,2.0
20567,2008-01-22,0.4,-0.4,01/22/2008,1.0
20568,2008-01-23,0.0,0.2,01/23/2008,1.0
20569,2008-01-24,0.0,-1.1,01/24/2008,3.0
20570,2008-01-25,0.0,-0.9,01/25/2008,3.0
20571,2008-01-26,9.7,-1.5,01/26/2008,2.0
20572,2008-01-27,16.9,-1.2,01/27/2008,1.0
20573,2008-01-28,17.0,-1.2,01/28/2008,4.0
20574,2008-01-29,2.3,-1.7,01/29/2008,3.0
20575,2008-01-30,0.0,-2.3,01/30/2008,1.0
20576,2008-01-31,0.0,-3.5,01/31/2008,1.0
20577,2008-02-01,5.4,-2.0,02/01/2008,3.0
20578,2008-02-02,0.2,-0.4,02/02/2008,3.0
20579,2008-02-03,0.0,-1.7,02/03/2008,2.0
20580,2008-02-04,0.0,-1.9,02/04/2008,2.0
20581,2008-02-05,0.6,1.1,02/05/2008,2.0
20582,2008-02-06,0.0,0.2,02/06/2008,2.0
20583,2008-02-07,0.0,-1.5,02/07/2008,7.0
20584,2008-02-08,0.0,-0.4,02/08/2008,3.0
20585,2008-02-09,0.0,-1.0,02/09/2008,2.0
20586,2008-02-10,0.0,-0.2,0,0.0
20587,2008-02-11,0.0,2.3,02/11/2008,4.0
20588,2008-02-12,0.0,0.5,02/12/2008,3.0
20589,2008-02-13,0.0,-1.7,02/13/2008,2.0
20590,2008-02-14,0.0,-0.2,02/14/2008,4.0
20591,2008-02-15,0.0,1.8,02/15/2008,2.0
20592,2008-02-16,0.0,4.2,02/16/2008,1.0
20593,2008-02-17,0.0,5.3,02/17/2008,4.0
20594,2008-02-18,0.0,3.6,0,0.0
20595,2008-02-19,0.0,3.7,02/19/2008,3.0
20596,2008-02-20,0.0,4.6,02/20/2008,2.0
20597,2008-02-21,0.0,7.8,02/21/2008,4.0
20598,2008-02-22,0.0,12.7,02/22/2008,2.0
20599,2008-02-23,0.0,5.1,02/23/2008,1.0
20600,2008-02-24,0.0,2.9,02/24/2008,2.0
20601,2008-02-25,8.4,2.6,02/25/2008,1.0
20602,2008-02-26,4.3,3.6,02/26/2008,2.0
20603,2008-02-27,0.0,5.2,02/27/2008,5.0
20604,2008-02-28,0.0,5.9,02/28/2008,5.0
20605,2008-02-29,0.0,10.2,02/29/2008,4.0
20606,2008-03-01,0.0,10.5,0,0.0
20607,2008-03-02,0.0,12.4,03/02/2008,2.0
20608,2008-03-03,0.0,8.8,03/03/2008,2.0
20609,2008-03-04,0.0,7.5,03/04/2008,1.0
20610,2008-03-05,0.0,9.3,03/05/2008,3.0
20611,2008-03-06,0.0,9.5,03/06/2008,2.0
20612,2008-03-07,0.0,8.4,03/07/2008,2.0
20613,2008-03-08,6.2,4.0,03/08/2008,5.0
20614,2008-03-09,0.1,7.3,03/09/2008,2.0
20615,2008-03-10,0.0,11.6,03/10/2008,3.0
20616,2008-03-11,0.0,14.9,03/11/2008,2.0
20617,2008-03-12,0.0,16.4,03/12/2008,1.0
20618,2008-03-13,3.7,13.4,03/13/2008,2.0
20619,2008-03-14,0.0,9.9,0,0.0
20620,2008-03-15,0.0,14.5,03/15/2008,1.0
20621,2008-03-16,0.0,12.9,03/16/2008,1.0
20622,2008-03-17,0.0,12.6,03/17/2008,3.0
20623,2008-03-18,2.4,13.7,03/18/2008,1.0
20624,2008-03-19,0.0,11.2,03/19/2008,1.0
20625,2008-03-20,0.0,10.2,03/20/2008,1.0
20626,2008-03-21,0.8,11.4,03/21/2008,2.0
20627,2008-03-22,17.4,11.2,03/22/2008,1.0
20628,2008-03-23,0.0,11.9,03/23/2008,2.0
20629,2008-03-24,0.0,12.7,0,0.0
20630,2008-03-25,0.0,11.4,0,0.0
20631,2008-03-26,0.0,14.2,03/26/2008,3.0
20632,2008-03-27,0.0,15.0,03/27/2008,4.0
20633,2008-03-28,0.0,13.3,03/28/2008,1.0
20634,2008-03-29,0.1,10.0,03/29/2008,1.0
20635,2008-03-30,1.5,10.0,03/30/2008,1.0
20636,2008-03-31,0.0,10.9,03/31/2008,4.0
20637,2008-04-01,0.0,11.1,04/01/2008,3.0
20638,2008-04-02,0.0,14.0,04/02/2008,1.0
20639,2008-04-03,0.0,14.1,04/03/2008,3.0
20640,2008-04-04,0.0,16.0,04/04/2008,3.0
20641,2008-04-05,0.0,15.5,04/05/2008,3.0
20642,2008-04-06,2.4,15.6,04/06/2008,1.0
20643,2008-04-07,0.0,17.3,04/07/2008,1.0
20644,2008-04-08,46.6,15.6,04/08/2008,2.0
20645,2008-04-09,0.0,13.3,04/09/2008,1.0
20646,2008-04-10,0.0,14.7,04/10/2008,2.0
20647,2008-04-11,0.0,15.6,04/11/2008,2.0
20648,2008-04-12,0.0,14.5,0,0.0
20649,2008-04-13,0.5,15.4,04/13/2008,3.0
20650,2008-04-14,0.0,15.7,04/14/2008,1.0
20651,2008-04-15,4.6,13.0,0,0.0
20652,2008-04-16,0.4,12.7,0,0.0
20653,2008-04-17,0.0,14.7,04/17/2008,2.0
20654,2008-04-18,0.0,17.0,0,0.0
20655,2008-04-19,27.5,14.5,0,0.0
20656,2008-04-20,4.3,16.3,04/20/2008,2.0
20657,2008-04-21,3.6,15.3,04/21/2008,2.0
20658,2008-04-22,0.0,14.6,04/22/2008,2.0
20659,2008-04-23,0.0,14.8,0,0.0
20660,2008-04-24,0.0,13.7,04/24/2008,7.0
20661,2008-04-25,0.0,18.9,04/25/2008,2.0
20662,2008-04-26,0.0,17.7,0,0.0
20663,2008-04-27,0.0,20.1,04/27/2008,4.0
20664,2008-04-28,0.0,17.4,0,0.0
20665,2008-04-29,0.0,19.7,04/29/2008,1.0
20666,2008-04-30,0.1,20.1,0,0.0
20667,2008-05-01,0.0,22.3,0,0.0
20668,2008-05-02,0.0,23.7,0,0.0
20669,2008-05-03,0.1,23.4,05/03/2008,1.0
20670,2008-05-04,12.1,21.6,05/04/2008,2.0
20671,2008-05-05,0.0,19.3,05/05/2008,3.0
20672,2008-05-06,0.0,22.0,05/06/2008,3.0
20673,2008-05-07,0.0,23.9,05/07/2008,2.0
20674,2008-05-08,23.2,19.7,0,0.0
20675,2008-05-09,8.7,17.7,05/09/2008,2.0
20676,2008-05-10,0.0,18.1,05/10/2008,1.0
20677,2008-05-11,0.0,18.8,05/11/2008,2.0
20678,2008-05-12,0.0,18.1,05/12/2008,1.0
20679,2008-05-13,0.0,17.4,05/13/2008,2.0
20680,2008-05-14,0.0,17.5,05/14/2008,4.0
20681,2008-05-15,0.0,20.8,05/15/2008,1.0
