,DATE,PRCP,TAVG,QHSJ,count
215,1952-05-03,13.5,19.0,,
216,1952-05-04,1.3,16.0,,
217,1952-05-05,0.5,17.7,,
218,1952-05-06,20.1,18.6,,
219,1952-05-07,0.2,16.7,,
220,1952-05-08,0.0,16.2,,
221,1952-05-09,0.0,16.6,,
222,1952-05-10,9.6,16.7,,
223,1952-05-11,3.3,16.4,,
224,1952-05-12,0.0,19.2,,
225,1952-05-13,0.0,19.5,,
226,1952-05-14,0.0,19.7,,
227,1952-05-15,0.0,21.5,,
228,1952-05-16,0.0,22.4,,
229,1952-05-17,0.0,23.5,,
230,1952-05-18,15.1,19.7,,
231,1952-05-19,1.7,17.6,,
232,1952-05-20,1.8,19.7,,
233,1952-05-21,0.2,20.2,,
234,1952-05-22,2.3,20.2,,
235,1952-05-23,0.0,20.7,,
236,1952-05-24,0.0,20.1,,
237,1952-05-25,0.0,17.6,,
238,1952-05-26,14.7,18.6,,
239,1952-05-27,7.6,18.3,,
240,1952-05-28,0.0,20.3,,
241,1952-05-29,0.0,22.1,,
242,1952-05-30,0.0,21.3,,
243,1952-05-31,2.8,18.6,,
244,1952-06-01,0.0,20.2,,
245,1952-06-02,0.0,24.4,,
246,1952-06-03,0.0,25.6,,
247,1952-06-04,0.0,26.0,,
248,1952-06-05,0.0,27.8,,
249,1952-06-06,0.0,27.6,,
250,1952-06-07,0.0,25.8,,
251,1952-06-08,34.8,22.8,,
252,1952-06-09,1.3,20.2,,
253,1952-06-10,0.0,22.9,,
254,1952-06-11,0.0,22.5,,
255,1952-06-12,0.0,21.5,,
256,1952-06-13,0.0,23.0,,
257,1952-06-14,0.0,23.5,,
258,1952-06-15,0.0,23.5,,
259,1952-06-16,0.0,24.5,,
260,1952-06-17,0.0,27.0,,
261,1952-06-18,0.0,27.6,,
262,1952-06-19,1.4,24.7,,
263,1952-06-20,0.0,25.0,,
264,1952-06-21,0.0,22.8,,
265,1952-06-22,1.7,18.5,,
266,1952-06-23,0.0,21.8,,
267,1952-06-24,0.0,23.2,,
268,1952-06-25,0.0,23.6,,
269,1952-06-26,0.0,26.2,,
270,1952-06-27,0.0,28.2,,
271,1952-06-28,0.0,29.0,,
272,1952-06-29,0.0,30.7,,
273,1952-06-30,0.0,31.4,,
274,1952-07-01,0.0,31.0,,
275,1952-07-02,23.0,29.3,,
276,1952-07-03,15.3,22.6,,
277,1952-07-04,0.4,23.6,,
278,1952-07-05,0.6,23.7,,
279,1952-07-06,0.1,24.9,,
280,1952-07-07,6.3,23.6,,
281,1952-07-08,0.0,25.2,,
282,1952-07-09,0.0,25.4,,
283,1952-07-10,0.0,25.1,,
284,1952-07-11,0.0,24.2,,
285,1952-07-12,0.0,25.3,,
286,1952-07-13,0.7,24.9,,
287,1952-07-14,9.4,25.1,,
288,1952-07-15,3.4,24.7,,
289,1952-07-16,2.0,25.4,,
290,1952-07-17,1.7,25.5,,
291,1952-07-18,4.6,26.3,,
292,1952-07-19,1.0,26.2,,
293,1952-07-20,1.8,25.9,,
294,1952-07-21,6.3,23.9,,
295,1952-07-22,3.9,25.1,,
296,1952-07-23,29.0,27.0,,
297,1952-07-24,1.5,28.1,,
298,1952-07-25,0.0,28.7,,
299,1952-07-26,0.0,28.9,,
300,1952-07-27,0.0,28.9,,
301,1952-07-28,0.0,29.9,,
302,1952-07-29,0.0,30.0,,
303,1952-07-30,0.0,30.2,,
304,1952-07-31,0.0,31.3,,
305,1952-08-01,0.0,31.1,,
306,1952-08-02,0.0,27.1,,
307,1952-08-03,0.0,26.5,,
308,1952-08-04,35.7,23.6,,
309,1952-08-05,0.4,24.3,,
310,1952-08-06,0.0,24.9,,
311,1952-08-07,0.6,25.7,,
312,1952-08-08,0.2,26.4,,
313,1952-08-09,0.0,26.0,,
314,1952-08-10,0.0,27.3,,
315,1952-08-11,0.0,28.6,,
316,1952-08-12,0.0,28.3,,
317,1952-08-13,0.0,28.8,,
318,1952-08-14,19.2,27.3,,
319,1952-08-15,0.0,27.8,,
320,1952-08-16,0.0,25.5,,
321,1952-08-17,0.0,23.1,,
322,1952-08-18,0.3,24.3,,
323,1952-08-19,0.0,24.1,,
324,1952-08-20,0.0,25.1,,
325,1952-08-21,2.8,25.3,,
326,1952-08-22,14.1,25.1,,
327,1952-08-23,1.3,27.1,,
328,1952-08-24,0.0,26.6,,
329,1952-08-25,12.4,23.0,,
330,1952-08-26,32.4,22.9,,
331,1952-08-27,3.0,24.4,,
332,1952-08-28,7.1,23.2,,
333,1952-08-29,0.0,24.5,,
334,1952-08-30,16.0,25.0,,
335,1952-08-31,1.4,24.9,,
336,1952-09-01,3.9,24.5,,
337,1952-09-02,2.9,24.6,,
338,1952-09-03,0.0,24.6,,
339,1952-09-04,0.0,24.5,,
340,1952-09-05,0.0,25.6,,
341,1952-09-06,0.2,25.7,,
342,1952-09-07,0.1,25.4,,
343,1952-09-08,5.5,24.8,,
344,1952-09-09,2.1,24.7,,
345,1952-09-10,0.1,26.5,,
346,1952-09-11,0.0,28.2,,
347,1952-09-12,0.8,22.6,,
348,1952-09-13,5.6,20.0,,
349,1952-09-14,0.0,20.9,,
350,1952-09-15,0.0,23.2,,
351,1952-09-16,0.0,23.8,,
352,1952-09-17,0.0,23.0,,
353,1952-09-18,49.1,20.9,,
354,1952-09-19,9.8,19.9,,
355,1952-09-20,0.0,21.5,,
356,1952-09-21,0.0,21.8,,
357,1952-09-22,0.0,21.3,,
358,1952-09-23,0.0,23.3,,
359,1952-09-24,1.6,23.8,,
360,1952-09-25,1.7,17.3,,
361,1952-09-26,0.0,17.0,,
362,1952-09-27,0.0,17.6,,
363,1952-09-28,0.0,18.5,,
364,1952-09-29,0.0,18.8,,
365,1952-09-30,0.0,18.9,,
366,1952-10-01,0.0,19.9,,
367,1952-10-02,0.0,20.4,,
368,1952-10-03,0.0,19.7,,
369,1952-10-04,0.0,20.5,,
370,1952-10-05,0.0,19.5,,
371,1952-10-06,0.0,18.6,,
372,1952-10-07,0.0,18.5,,
373,1952-10-08,0.0,19.3,,
374,1952-10-09,3.1,19.7,,
375,1952-10-10,37.1,15.0,,
376,1952-10-11,0.4,12.0,,
377,1952-10-12,0.0,13.2,,
378,1952-10-13,0.0,15.7,,
379,1952-10-14,0.4,17.9,,
380,1952-10-15,0.0,15.5,,
381,1952-10-16,0.0,13.3,,
382,1952-10-17,0.0,14.6,,
383,1952-10-18,0.0,16.4,,
384,1952-10-19,0.0,19.3,,
385,1952-10-20,4.6,20.7,,
386,1952-10-21,2.1,16.2,,
387,1952-10-22,8.3,11.5,,
388,1952-10-23,0.2,10.7,,
389,1952-10-24,0.0,11.3,,
390,1952-10-25,0.0,13.4,,
391,1952-10-26,0.0,13.1,,
392,1952-10-27,0.0,13.8,,
393,1952-10-28,1.3,14.4,,
394,1952-10-29,0.0,14.8,,
395,1952-10-30,0.0,15.6,,
396,1952-10-31,0.0,14.7,,
397,1952-11-01,0.0,12.7,,
398,1952-11-02,0.0,14.2,,
399,1952-11-03,0.0,15.1,,
400,1952-11-04,0.0,14.7,,
401,1952-11-05,0.0,14.1,,
402,1952-11-06,0.0,13.9,,
403,1952-11-07,0.0,14.0,,
404,1952-11-08,0.0,14.8,,
405,1952-11-09,0.0,16.6,,
406,1952-11-10,0.0,18.2,,
407,1952-11-11,0.0,20.0,,
408,1952-11-12,0.9,13.9,,
409,1952-11-13,4.8,11.9,,
410,1952-11-14,8.4,12.4,,
411,1952-11-15,2.2,12.3,,
412,1952-11-16,1.5,10.3,,
413,1952-11-17,0.0,10.0,,
414,1952-11-18,0.0,10.0,,
415,1952-11-19,0.4,9.5,,
416,1952-11-20,3.5,8.5,,
417,1952-11-21,2.9,7.8,,
418,1952-11-22,4.3,9.0,,
419,1952-11-23,9.8,8.8,,
420,1952-11-24,3.8,9.3,,
421,1952-11-25,0.2,10.8,,
422,1952-11-26,1.3,10.5,,
423,1952-11-27,8.5,12.5,,
424,1952-11-28,0.0,10.7,,
425,1952-11-29,0.0,11.2,,
426,1952-11-30,0.0,13.4,,
427,1952-12-01,4.1,6.1,,
428,1952-12-02,2.5,-4.8,,
429,1952-12-03,0.0,-5.2,,
430,1952-12-04,0.0,-2.6,,
431,1952-12-05,0.0,-2.0,,
432,1952-12-06,0.0,-0.4,,
433,1952-12-07,0.0,1.6,,
434,1952-12-08,0.1,1.5,,
435,1952-12-09,0.0,0.2,,
436,1952-12-10,0.0,1.3,,
437,1952-12-11,0.1,3.1,,
438,1952-12-12,0.1,3.9,,
439,1952-12-13,0.0,5.4,,
440,1952-12-14,0.0,7.1,,
441,1952-12-15,0.0,3.8,,
442,1952-12-16,0.0,2.5,,
443,1952-12-17,0.0,2.3,,
444,1952-12-18,0.0,4.6,,
445,1952-12-19,0.0,6.1,,
446,1952-12-20,0.0,5.4,,
447,1952-12-21,0.0,3.5,,
448,1952-12-22,0.0,3.7,,
449,1952-12-23,0.0,5.4,,
450,1952-12-24,0.0,4.1,,
451,1952-12-25,0.0,3.2,,
452,1952-12-26,0.0,4.5,,
453,1952-12-27,2.0,2.9,,
454,1952-12-28,0.1,0.3,,
455,1952-12-29,0.0,3.4,,
456,1952-12-30,0.0,5.9,,
457,1952-12-31,0.0,6.2,,
458,1953-01-01,0.0,2.0,,
459,1953-01-02,0.0,2.2,,
460,1953-01-03,0.0,1.8,,
461,1953-01-04,1.1,1.7,,
462,1953-01-05,0.0,1.1,,
463,1953-01-06,0.1,2.4,,
464,1953-01-07,0.0,0.7,,
465,1953-01-08,0.0,2.7,,
466,1953-01-09,0.0,9.4,,
467,1953-01-10,0.0,11.4,,
468,1953-01-11,0.0,5.8,,
469,1953-01-12,0.0,0.8,,
470,1953-01-13,0.4,0.2,,
471,1953-01-14,0.0,-1.3,,
472,1953-01-15,0.0,-1.0,,
473,1953-01-16,0.0,2.3,,
474,1953-01-17,0.0,-2.0,,
475,1953-01-18,0.0,-5.9,,
476,1953-01-19,0.0,-2.0,,
477,1953-01-20,0.0,0.1,,
478,1953-01-21,0.0,1.8,,
479,1953-01-22,0.0,4.3,,
480,1953-01-23,0.0,4.5,,
481,1953-01-24,0.8,4.8,,
482,1953-01-25,25.1,1.2,,
483,1953-01-26,4.9,1.0,,
484,1953-01-27,1.4,1.2,,
485,1953-01-28,0.0,3.0,,
486,1953-01-29,0.0,2.9,,
487,1953-01-30,1.0,2.2,,
488,1953-01-31,0.0,2.7,,
489,1953-02-01,0.0,3.5,,
490,1953-02-02,1.2,3.9,,
491,1953-02-03,10.6,5.2,,
492,1953-02-04,8.6,5.4,,
493,1953-02-05,0.6,5.6,,
494,1953-02-06,3.2,4.2,,
495,1953-02-07,0.0,2.5,,
496,1953-02-08,0.0,0.2,,
497,1953-02-09,0.0,4.0,,
498,1953-02-10,0.0,9.8,,
499,1953-02-11,0.0,13.2,,
500,1953-02-12,3.9,7.7,,
501,1953-02-13,7.2,2.9,,
502,1953-02-14,1.1,2.8,,
503,1953-02-15,0.1,0.3,,
504,1953-02-16,8.0,-1.1,,
505,1953-02-17,10.3,-1.7,,
506,1953-02-18,0.0,-3.1,,
507,1953-02-19,0.0,-1.0,,
508,1953-02-20,0.1,1.5,,
509,1953-02-21,1.2,0.7,,
510,1953-02-22,0.0,1.0,,
511,1953-02-23,0.5,6.3,,
512,1953-02-24,9.2,8.4,,
513,1953-02-25,13.1,6.5,,
514,1953-02-26,0.1,8.0,,
515,1953-02-27,0.0,9.8,,
516,1953-02-28,2.5,12.2,,
517,1953-03-01,0.0,13.2,,
518,1953-03-02,0.0,9.5,,
519,1953-03-03,0.0,6.8,,
520,1953-03-04,0.0,6.4,,
521,1953-03-05,0.0,7.5,,
522,1953-03-06,0.0,9.1,,
523,1953-03-07,0.0,9.4,,
524,1953-03-08,0.0,8.0,,
525,1953-03-09,0.0,12.4,,
526,1953-03-10,0.9,12.7,,
527,1953-03-11,7.1,7.5,,
528,1953-03-12,0.0,7.9,,
529,1953-03-13,0.0,6.5,,
530,1953-03-14,0.0,7.3,,
531,1953-03-15,4.5,5.7,,
532,1953-03-16,0.2,7.4,,
533,1953-03-17,0.0,8.5,,
534,1953-03-18,1.0,10.1,,
535,1953-03-19,22.2,12.2,,
536,1953-03-20,0.6,11.0,,
537,1953-03-21,0.0,8.3,,
538,1953-03-22,0.0,9.6,,
539,1953-03-23,0.0,11.9,,
540,1953-03-24,0.0,15.6,,
541,1953-03-25,0.0,10.2,,
542,1953-03-26,0.6,4.3,,
543,1953-03-27,27.7,2.3,,
544,1953-03-28,5.9,4.4,,
545,1953-03-29,0.0,7.1,,
546,1953-03-30,0.0,10.4,,
547,1953-03-31,0.0,9.7,,
548,1953-04-01,0.0,11.8,,
549,1953-04-02,0.0,14.5,,
550,1953-04-03,0.0,14.7,,
551,1953-04-04,0.0,13.4,,
552,1953-04-05,0.2,14.1,,
553,1953-04-06,0.0,12.1,,
554,1953-04-07,0.0,12.8,,
555,1953-04-08,0.0,15.9,,
556,1953-04-09,4.7,13.4,,
557,1953-04-10,0.0,14.0,,
558,1953-04-11,1.4,8.9,,
559,1953-04-12,0.0,8.4,,
560,1953-04-13,0.0,9.2,,
561,1953-04-14,0.0,10.6,,
562,1953-04-15,0.4,12.1,,
563,1953-04-16,0.0,11.9,,
564,1953-04-17,0.0,10.9,,
565,1953-04-18,0.0,12.0,,
566,1953-04-19,0.0,13.7,,
567,1953-04-20,0.0,14.9,,
568,1953-04-21,0.0,12.9,,
569,1953-04-22,0.0,14.2,,
570,1953-04-23,0.0,16.0,,
571,1953-04-24,0.0,17.2,,
572,1953-04-25,0.0,19.7,,
573,1953-04-26,0.0,22.4,,
574,1953-04-27,0.0,23.5,,
575,1953-04-28,0.0,25.6,,
576,1953-04-29,21.3,17.1,,
577,1953-04-30,0.0,15.0,,
578,1953-05-01,0.0,15.3,,
579,1953-05-02,0.0,15.2,,
580,1953-05-03,0.0,15.6,,
581,1953-05-04,0.0,18.9,,
582,1953-05-05,0.0,21.1,,
583,1953-05-06,0.0,21.2,,
584,1953-05-07,0.0,18.0,,
585,1953-05-08,0.0,19.6,,
586,1953-05-09,0.0,24.2,,
587,1953-05-10,0.0,25.8,,
588,1953-05-11,2.1,23.4,,
589,1953-05-12,0.0,22.8,,
590,1953-05-13,0.0,18.5,,
591,1953-05-14,0.0,19.6,,
592,1953-05-15,0.0,21.5,,
593,1953-05-16,0.0,23.2,,
594,1953-05-17,0.0,22.1,,
595,1953-05-18,0.0,20.0,,
596,1953-05-19,0.0,22.1,,
597,1953-05-20,0.1,22.9,,
598,1953-05-21,32.5,23.0,,
599,1953-05-22,0.0,22.5,,
600,1953-05-23,0.0,21.6,,
601,1953-05-24,0.0,22.4,,
602,1953-05-25,0.0,25.1,,
603,1953-05-26,0.0,26.2,,
604,1953-05-27,0.0,23.2,,
605,1953-05-28,0.0,23.0,,
606,1953-05-29,0.0,22.3,,
607,1953-05-30,0.2,22.5,,
608,1953-05-31,0.5,24.3,,
609,1953-06-01,0.0,23.6,,
610,1953-06-02,0.0,24.5,,
611,1953-06-03,0.0,26.9,,
612,1953-06-04,9.2,21.0,,
613,1953-06-05,0.0,21.2,,
614,1953-06-06,0.0,23.4,,
615,1953-06-07,0.0,22.8,,
616,1953-06-08,0.0,24.5,,
617,1953-06-09,3.9,22.9,,
618,1953-06-10,4.6,22.3,,
619,1953-06-11,1.0,24.8,,
620,1953-06-12,0.0,24.9,,
621,1953-06-13,0.0,25.4,,
622,1953-06-14,0.0,24.6,,
623,1953-06-15,0.0,24.9,,
624,1953-06-16,0.0,28.5,,
625,1953-06-17,0.0,30.0,,
626,1953-06-18,0.0,30.8,,
627,1953-06-19,24.5,29.0,,
628,1953-06-20,88.1,27.2,,
629,1953-06-21,1.4,26.8,,
630,1953-06-22,19.1,22.9,,
631,1953-06-23,0.1,23.6,,
632,1953-06-24,0.7,26.2,,
633,1953-06-25,6.5,26.7,,
634,1953-06-26,4.9,25.1,,
635,1953-06-27,133.2,21.9,,
636,1953-06-28,0.1,23.9,,
637,1953-06-29,0.0,24.6,,
638,1953-06-30,0.0,24.4,,
639,1953-07-01,0.0,24.5,,
640,1953-07-02,0.0,28.2,,
641,1953-07-03,0.1,29.5,,
642,1953-07-04,0.0,29.7,,
643,1953-07-05,5.4,28.3,,
644,1953-07-06,9.7,27.2,,
645,1953-07-07,0.0,28.4,,
646,1953-07-08,0.0,29.0,,
647,1953-07-09,0.0,29.6,,
648,1953-07-10,0.2,30.4,,
649,1953-07-11,0.9,28.8,,
650,1953-07-12,0.0,29.5,,
651,1953-07-13,0.0,30.2,,
652,1953-07-14,0.0,31.0,,
653,1953-07-15,2.0,29.0,,
654,1953-07-16,35.5,26.6,,
655,1953-07-17,7.3,28.6,,
656,1953-07-18,5.4,27.2,,
657,1953-07-19,6.6,27.1,,
658,1953-07-20,1.5,27.4,,
659,1953-07-21,0.9,27.5,,
660,1953-07-22,42.4,26.1,,
661,1953-07-23,2.3,28.9,,
662,1953-07-24,0.0,30.2,,
663,1953-07-25,4.0,30.0,,
664,1953-07-26,0.0,30.5,,
665,1953-07-27,0.0,30.8,,
666,1953-07-28,0.0,30.4,,
667,1953-07-29,0.0,31.2,,
668,1953-07-30,0.0,31.5,,
669,1953-07-31,0.0,30.3,,
670,1953-08-01,0.0,29.4,,
671,1953-08-02,0.0,29.8,,
672,1953-08-03,0.0,29.7,,
673,1953-08-04,0.0,29.1,,
674,1953-08-05,25.0,27.1,,
675,1953-08-06,5.6,26.9,,
676,1953-08-07,16.5,26.8,,
677,1953-08-08,1.3,28.3,,
678,1953-08-09,0.0,29.3,,
679,1953-08-10,0.0,30.4,,
680,1953-08-11,0.0,30.5,,
681,1953-08-12,0.0,30.7,,
682,1953-08-13,0.0,30.9,,
683,1953-08-14,0.0,30.6,,
684,1953-08-15,0.1,29.6,,
685,1953-08-16,0.2,28.8,,
686,1953-08-17,2.8,27.9,,
687,1953-08-18,0.1,29.7,,
688,1953-08-19,0.0,30.2,,
689,1953-08-20,0.0,30.3,,
690,1953-08-21,0.0,29.8,,
691,1953-08-22,0.0,30.3,,
692,1953-08-23,0.0,31.5,,
693,1953-08-24,0.0,32.1,,
694,1953-08-25,0.0,32.2,,
695,1953-08-26,0.0,32.0,,
696,1953-08-27,0.0,25.2,,
697,1953-08-28,0.0,24.7,,
698,1953-08-29,0.0,26.0,,
699,1953-08-30,0.0,25.0,,
700,1953-08-31,0.0,25.3,,
701,1953-09-01,0.0,24.5,,
702,1953-09-02,0.7,27.6,,
703,1953-09-03,72.1,24.3,,
704,1953-09-04,0.0,23.3,,
705,1953-09-05,0.0,23.2,,
706,1953-09-06,2.1,21.4,,
707,1953-09-07,0.0,21.6,,
708,1953-09-08,0.1,22.6,,
709,1953-09-09,0.0,23.9,,
710,1953-09-10,0.0,23.6,,
711,1953-09-11,0.5,23.4,,
712,1953-09-12,0.0,22.5,,
713,1953-09-13,0.0,19.5,,
714,1953-09-14,0.0,20.0,,
715,1953-09-15,0.1,21.1,,
716,1953-09-16,0.0,22.4,,
717,1953-09-17,0.0,22.6,,
718,1953-09-18,0.2,22.5,,
719,1953-09-19,0.1,22.7,,
720,1953-09-20,0.2,22.7,,
721,1953-09-21,20.9,20.0,,
722,1953-09-22,30.4,18.7,,
723,1953-09-23,0.0,20.4,,
724,1953-09-24,0.0,21.4,,
725,1953-09-25,0.0,22.6,,
726,1953-09-26,0.0,23.7,,
727,1953-09-27,0.0,22.5,,
728,1953-09-28,0.2,19.7,,
729,1953-09-29,0.1,19.9,,
730,1953-09-30,0.1,20.2,,
731,1953-10-01,0.0,19.2,,
732,1953-10-02,0.0,20.9,,
